OBJECTID,StopID,Direction,Routes_ser
3287,N28120,Both,"4, O5"
3288,N28130,Outbound,4
3289,N28180,Outbound,4
3290,N28210,Outbound,4
3291,N28230,Both,"4, O5"
3292,N28240,Both,"4, O5"
3293,N28270,Inbound,4
3294,N28280,Inbound,4
3295,N28290,Both,"4, O5"
3296,N28540,Outbound,17
3297,N28570,Inbound,17
3298,N28940,Inbound,19L
3299,N28950,Inbound,19L
3300,N28970,Inbound,19L
3301,N29120,Outbound,2
3302,N29300,Inbound,O5
3303,N29310,Outbound,O5
3304,N29320,Outbound,O5
3305,N29340,Inbound,O5
3306,N29350,Outbound,O5
3307,N29360,Inbound,O5
3308,N29830,Inbound,4
3309,N29840,Outbound,4
3310,N30190,Outbound,"16, 19L"
3311,N30230,Outbound,"13, 16, 19L"
3312,N30240,Inbound,"13, 16, 19L"
3313,N30280,Outbound,"13, 16, 19L"
3314,N30300,Inbound,"13, 16, 19L"
3315,N30310,Outbound,"13, 16, 19L"
3316,N30330,Inbound,"16, 19L"
3317,N30350,Inbound,"16, 19L"
3318,N30360,Outbound,"16, 19L"
3319,N30370,Inbound,"13, 16, 19L"
3320,N30390,Inbound,"13, 16, 19L"
3321,N30400,Outbound,"13, 16"
3322,N30460,Outbound,"16, 19L"
3323,N30480,Outbound,"16, 19L"
3324,N30500,Outbound,"13, 16"
3325,N30560,Outbound,"16, 19L"
3326,N31100,Outbound,21
3327,N31200,Inbound,4
3328,N31220,Outbound,4
3329,N31230,Both,4
3330,N31250,Outbound,4
