OBJECTID,StopID,Direction,Routes_ser
5097,S42410,Outbound,"Y1, Y45, Y46, Y47, Y49"
5098,S42415,Outbound,41
5099,S42420,Outbound,"Y1, Y45, Y46, Y47, Y49"
5100,S42440,Outbound,"Y1, Y45, Y46, Y47, Y49"
5101,S42450,Outbound,"Y1, Y45, Y46, Y47, Y49"
5102,S42460,Inbound,"Y1, Y45, Y46, Y47, Y49"
5103,S42490,Outbound,"Y1, Y45, Y46, Y47, Y49"
5104,S42503,Both,"43, 48, 54"
5105,S43040,Outbound,"39, 40, 41, 44, Y1, Y45, Y46, Y47, Y49"
5106,S43160,Both,Y46
5107,S43380,Both,"55, Y47, Y49"
5108,S43390,Both,"59, Y46"
5109,S43400,Both,"59, Y46"
5110,S43665,Both,Y45
5111,S44680,Outbound,Y49
5112,S44730,Both,"55, Y46"
5113,S44750,Both,"55, Y46"
5114,S44755,Both,"55, Y46"
5115,S44760,Both,"55, Y46"
5116,S44770,Both,"55, Y46"
5117,S44810,Both,"55, Y46"
5118,S44820,Both,"55, Y46"
5119,S44830,Both,"55, Y46"
5120,S44850,Both,"55, Y46"
5121,S44900,Both,"55, Y46"
5122,S44960,Outbound,44
5123,S44970,Inbound,44
5124,S44980,Inbound,44
5125,S44990,Outbound,44
5126,S45000,Inbound,44
5127,S45010,Inbound,44
5128,S45020,Inbound,44
5129,S45030,Inbound,44
5130,S45040,Outbound,44
5131,S45320,Outbound,44
5132,S45375,Both,"53, 53L, 57, 59, 61D, 64"
5133,S45470,Both,"52L, 59"
5134,S45480,Both,"52L, 59"
5135,S46130,Outbound,60
5136,S46150,Outbound,60
5137,S46190,Outbound,60
5138,S46390,Outbound,60
5139,S46450,Outbound,60
5140,S46470,Outbound,60
5141,S46480,Outbound,60
5142,S46800,Inbound,60
5143,S46810,Inbound,60
5144,S46820,Outbound,60
5145,S46830,Inbound,60
5146,S46840,Outbound,60
5147,S46850,Inbound,60
5148,S46860,Outbound,60
5149,S46870,Inbound,60
5150,S46880,Outbound,60
5151,S46890,Inbound,60
5152,S46900,Outbound,60
5153,S46910,Outbound,60
5154,S46920,Inbound,60
5155,S46930,Inbound,60
5156,S46940,Inbound,60
5157,S46950,Outbound,60
5158,S46960,Inbound,60
5159,S46970,Outbound,60
5160,S46980,Inbound,60
5161,S46990,Inbound,60
5162,S47000,Inbound,60
5163,S47020,Inbound,60
5164,S47030,Outbound,60
5165,S47065,Inbound,60
5166,S47070,Outbound,60
5167,S47120,Outbound,60
5168,S47130,Inbound,60
5169,S47140,Inbound,60
5170,S47150,Outbound,60
5171,S47180,Inbound,60
5172,S47200,Outbound,60
5173,S47210,Inbound,60
5174,S47220,Inbound,60
5175,S47230,Outbound,60
5176,S47240,Inbound,60
5177,S47250,Outbound,60
5178,S47260,Inbound,60
5179,S47310,Outbound,60
5180,S47320,Inbound,60
5181,S47325,Inbound,60
5182,S47340,Outbound,60
5183,S47350,Outbound,60
5184,S47380,Inbound,60
5185,S47400,Outbound,60
5186,S47410,Outbound,60
5187,S47420,Inbound,60
5188,S47430,Outbound,60
5189,S47440,Outbound,60
5190,S47450,Outbound,60
5191,S47500,Inbound,"43, 48"
5192,S47510,Outbound,"43, 48"
5193,S47520,Inbound,43
5194,S47530,Inbound,"43, 48"
5195,S47540,Outbound,"43, 48"
5196,S47550,Outbound,48
5197,S47560,Both,"44, 48, 54"
5198,S47570,Outbound,"43, 44"
5199,S47580,Both,"44, 48, 54"
5200,S47590,Both,"44, 48, 54"
5201,S47600,Both,"44, 48, 54"
5202,S47620,Outbound,"43, 44"
5203,S47640,Outbound,"43, 48"
5204,S47680,Both,"44, 48, 54"
5205,S47710,Both,"44, 48, 54"
5206,S47730,Outbound,"40, 44"
5207,S48230,Both,"53, 57, 61D, 64"
5208,S48257,Inbound,59
5209,S48260,Both,"53, 53L, 59, 61D, 64"
5210,S48270,Both,"53L, 59, 61D, 64"
5211,S48275,Inbound,59
5212,S48380,Inbound,"53, 53L"
5213,S48390,Outbound,"53, 53L"
5214,S48400,Inbound,"53, 53L"
5215,S48410,Outbound,"53, 53L"
5216,S48430,Outbound,"53, 53L"
5217,S48440,Inbound,"53, 53L"
5218,S48450,Inbound,"53, 53L"
5219,S48470,Outbound,"53, 53L"
5220,S48490,Outbound,"53, 53L"
5221,S48500,Outbound,"53, 53L"
5222,S48510,Outbound,"53, 53L"
5223,S48530,Inbound,"53, 53L"
5224,S48557,Inbound,Y45
5225,S48560,Inbound,Y45
5226,S48562,Outbound,Y45
5227,S48570,Inbound,Y45
5228,S48572,Outbound,Y45
5229,S48587,Outbound,Y45
5230,S48589,Outbound,Y45
5231,S48600,Inbound,Y45
5232,S48620,Both,"81, 83"
5233,S48670,Outbound,59
5234,S48680,Outbound,59
5235,S48690,Inbound,59
5236,S48700,Both,"52L, 59"
5237,S48710,Outbound,59
5238,S48720,Both,"52L, 59"
5239,S48745,Both,"52L, 59"
5240,S48750,Both,"52L, 59"
5241,S48770,Both,"52L, 59"
5242,S48780,Both,"52L, 59"
5243,S48785,Both,"52L, 59"
5244,S48787,Both,"52L, 59"
5245,S48790,Both,"52L, 59"
5246,S48810,Both,"52L, 59"
5247,S48820,Both,"52L, 59"
5248,S48830,Both,"52L, 59"
5249,S48840,Both,"52L, 59"
5250,S49310,Both,"55, 56, 59"
5251,S49340,Both,"55, 56, 59"
5252,S49350,Both,"55, 56, 59"
5253,S49370,Both,"55, 56, 59"
5254,S49380,Both,"55, 56, 59"
5255,S49470,Both,"55, 56, 59"
5256,S49500,Both,"55, 56, 59"
5257,S49510,Both,"55, 56, 59"
5258,S50180,Inbound,Y46
5259,S50190,Outbound,Y46
5260,S50200,Inbound,Y46
5261,S50210,Inbound,Y46
5262,S50220,Outbound,Y46
5263,S50240,Inbound,Y46
5264,S50252,Inbound,Y46
5265,S50253,Inbound,Y46
5266,S50254,Inbound,Y46
5267,S50255,Inbound,Y46
5268,S50262,Outbound,Y46
5269,S50263,Outbound,Y46
5270,S50264,Outbound,Y46
5271,S50265,Outbound,Y46
5272,S50270,Outbound,Y46
5273,S50280,Inbound,Y46
5274,S50290,Outbound,Y46
5275,S50310,Outbound,52L
5276,S50330,Outbound,60
5277,S50350,Outbound,60
5278,S50370,Both,60
5279,S70003,Outbound,P7
5280,S70006,Inbound,"Y46, Y49"
5281,S70009,Outbound,"51, 51L"
5282,S70011,Outbound,51
5283,S70018,Inbound,60
5284,S70019,Outbound,60
5285,S70020,Outbound,"51, 54"
5286,S70022,Outbound,Y47
5287,S70026,Outbound,"51, 55, 59, Y47, Y49"
5288,S70027,Inbound,"51, 55, 59, Y47, Y49"
5289,S70036,Outbound,Y45
5290,S70037,Both,Y45
5291,S70039,Outbound,"51, 55, 59, Y47, Y49"
5292,S70040,Both,"53L, 59, 61D, 64"
5293,S70041,Inbound,75
5294,S70042,Inbound,75
5295,S70043,Inbound,75
5296,S70054,Inbound,"48, 51"
5297,S70060,Inbound,53
5298,S70061,Inbound,53
5299,S70064,Outbound,Y45
5300,S70092,Both,"51, 53, 53L, 55, 59, Y47, Y49"
5301,S70105,Inbound,Y46
5302,S70106,Outbound,Y46
5303,S70107,Inbound,Y49
5304,S70109,Both,P76
5305,S70110,Both,"59, Y1, Y46"
5306,S70130,Outbound,"51, Y47"
5307,S70131,Inbound,"51, Y47"
5308,S70133,Outbound,"53, 53L"
5309,S70134,Inbound,52L
5310,S70135,Inbound,"53, 53L"
5311,S70136,Both,"53, 53L, 59, 61D, 64"
5312,S70138,Outbound,48
5313,S70142,Both,"59, 61C, P7"
5314,S70143,Outbound,"56, 57, 58"
5315,S70145,Inbound,"56, 57, 58"
5316,S70162,Both,60
5317,S70163,Inbound,60
5318,S70165,Inbound,60
5319,S70166,Outbound,60
5320,S70167,Outbound,60
5321,S70174,Inbound,59
5322,S70175,Both,"55, 56, 59"
5323,S70186,Inbound,59
5324,S70188,Inbound,59
5325,S70189,Outbound,59
5326,S70190,Outbound,59
5327,S70192,Both,59
5328,S70226,Inbound,Y49
5329,S70227,Inbound,Y49
5330,S70229,Inbound,Y49
5331,S70233,Outbound,Y49
5332,S70235,Outbound,Y49
5333,S70236,Outbound,Y49
5334,S70249,Inbound,44
5335,S70250,Outbound,44
5336,S70258,Outbound,44
5337,S70260,Inbound,43
5338,S70261,Outbound,54
5339,S70262,Outbound,54
5340,S70263,Outbound,54
5341,S70264,Outbound,54
5342,S70265,Outbound,"81, 83"
5343,S70266,Both,51
5344,S70267,Inbound,Y45
5345,S70268,Both,59
5346,S70269,Inbound,54
5347,S70270,Inbound,51
5348,S70271,Both,38
5349,S70272,Both,38
5350,S70273,Outbound,48
5351,S70274,Outbound,48
5352,S70275,Outbound,48
5353,S70278,Outbound,59
5354,S70291,Both,60
5355,S70292,Both,55
5356,S70293,Inbound,55
5357,S70294,Outbound,55
5358,S70295,Inbound,55
5359,S70296,Outbound,55
5360,S70299,Inbound,55
5361,S70300,Outbound,55
5362,S70301,Inbound,55
5363,S70302,Outbound,55
5364,S70311,Outbound,54
5365,S70312,Outbound,54
5366,S70313,Inbound,55
5367,S70314,Inbound,55
5368,S70315,Both,55
5369,S70316,Inbound,55
5370,S70317,Inbound,55
5371,S70318,Inbound,55
5372,S70319,Inbound,55
5373,S70320,Inbound,55
5374,S70321,Inbound,55
5375,S70322,Inbound,55
5376,S70323,Inbound,55
5377,S70324,Inbound,55
5378,S70325,Inbound,55
5379,S70326,Inbound,55
5380,S70327,Inbound,55
5381,S70328,Inbound,55
5382,S70329,Inbound,55
5383,S70330,Inbound,55
5384,S70331,Inbound,55
5385,S70332,Inbound,55
5386,S70333,Inbound,55
5387,S70334,Inbound,55
5388,S70335,Inbound,55
5389,S70336,Inbound,55
5390,S70337,Inbound,55
5391,S70338,Inbound,55
5392,S70339,Inbound,55
5393,S70341,Inbound,55
5394,S70342,Inbound,55
5395,S70343,Inbound,55
5396,S70344,Inbound,55
5397,S70345,Inbound,55
5398,S70346,Inbound,55
5399,S70347,Inbound,55
5400,S70348,Inbound,55
5401,S70349,Inbound,55
5402,S70350,Inbound,55
5403,S70351,Inbound,55
5404,S70352,Outbound,55
5405,S70353,Outbound,55
5406,S70354,Outbound,55
5407,S70355,Outbound,55
5408,S70356,Outbound,55
5409,S70357,Outbound,55
5410,S70358,Outbound,55
5411,S70359,Outbound,55
5412,S70360,Outbound,55
5413,S70361,Outbound,55
5414,S70362,Outbound,55
5415,S70364,Outbound,55
5416,S70365,Outbound,55
5417,S70366,Outbound,55
5418,S70367,Outbound,55
5419,S70368,Outbound,55
5420,S70369,Outbound,55
5421,S70370,Outbound,55
5422,S70371,Outbound,55
5423,S70372,Outbound,55
5424,S70373,Outbound,55
5425,S70374,Outbound,55
5426,S70375,Outbound,55
5427,S70376,Outbound,55
5428,S70377,Outbound,55
5429,S70378,Outbound,55
5430,S70379,Outbound,55
5431,S70380,Outbound,55
5432,S70381,Outbound,55
5433,S70382,Outbound,55
5434,S70383,Outbound,55
5435,S70384,Outbound,55
5436,S70385,Outbound,55
5437,S70386,Outbound,55
5438,S70387,Outbound,55
5439,S70388,Outbound,55
5440,S70389,Outbound,55
5441,S70390,Outbound,Y45
5442,S70391,Inbound,Y45
5443,S70392,Outbound,"51, 51L"
5444,S70393,Outbound,P7
5445,S70394,Outbound,55
5446,S70395,Outbound,55
5447,S70396,Outbound,55
5448,S70397,Outbound,55
5449,S70398,Inbound,55
5450,S70399,Inbound,55
5451,S70400,Inbound,55
5452,S70401,Inbound,55
5453,S70402,Outbound,55
5454,S70403,Inbound,55
5455,S70404,Inbound,55
5456,S70405,Outbound,55
5457,S70406,Both,"55, 56, 59, 60, 61C, P7"
5458,S70407,Inbound,"48, 51"
5459,S70408,Inbound,52L
5460,S70409,Inbound,52L
5461,S70410,Inbound,52L
5462,S70411,Inbound,52L
5463,S70412,Inbound,52L
5464,S70413,Outbound,52L
5465,S70414,Outbound,52L
5466,S70415,Outbound,52L
5467,S70416,Outbound,52L
5468,S70417,Inbound,55
5469,S70418,Outbound,55
5470,S70420,Outbound,55
5471,S70421,Both,"53, 57, 59, 61D, 64"
5472,S70422,Outbound,56
5473,S70423,Inbound,56
5474,S70428,Outbound,60
5475,S70430,Inbound,56
5476,S70431,Inbound,"51, 53L, 55"
5477,S70432,Outbound,"51, 53L, 55"
5478,S70437,Inbound,44
5479,S70438,Outbound,44
5480,S70439,Inbound,44
5481,S70440,Outbound,44
5482,S70441,Both,44
5483,S70443,Inbound,44
5484,S70448,Both,"59, 61C, P7"
5485,S70449,Outbound,Y45
5486,S70450,Inbound,Y45
5487,S70451,Inbound,"53, 53L"
5488,S70452,Outbound,Y46
5489,S70453,Both,Y45
5490,S70454,Both,Y45
5491,S70455,Both,"53, 53L, 55"
5492,S70456,Both,"53, 53L, 55"
5493,S70457,Both,"53, 53L, 55"
5494,S70458,Both,"53, 53L, 55"
5495,S70459,Both,"53, 53L, 55"
5496,S70460,Both,"53, 53L, 55"
5497,S70461,Both,"53, 53L, 55"
5498,S70462,Both,"53, 53L, 55"
5499,S70463,Both,"53, 53L, 55"
5500,S70464,Both,"53, 53L, 55"
5501,S70465,Outbound,"48, 51"
5502,S70466,Outbound,Y49
5503,S70467,Inbound,44
5504,S70468,Inbound,48
5505,S70469,Both,"53L, 59, 61D, 64"
5506,S70472,Outbound,75
5507,S70475,Outbound,56
5508,S70476,Outbound,56
5509,S70477,Outbound,56
5510,S70480,Inbound,56
5511,S70481,Inbound,56
5512,S70482,Inbound,56
5513,S70483,Inbound,56
5514,S70485,Inbound,56
5515,S70486,Outbound,56
5516,S70487,Inbound,56
5517,S70488,Outbound,56
5518,S70489,Inbound,44
5519,S70490,Inbound,44
5520,S70491,Inbound,44
5521,S70492,Inbound,44
5522,S70493,Inbound,44
5523,S70494,Inbound,44
5524,S70495,Inbound,44
5525,S70496,Inbound,44
5526,S70497,Inbound,44
5527,S70498,Inbound,44
5528,S70499,Inbound,44
5529,S70500,Inbound,44
5530,S70501,Inbound,44
5531,S70502,Inbound,44
5532,S70503,Inbound,44
5533,S70504,Inbound,44
5534,S70505,Inbound,44
5535,S70506,Inbound,44
5536,S70507,Inbound,44
5537,S70509,Inbound,44
5538,S70510,Inbound,44
5539,S70511,Inbound,44
5540,S70512,Inbound,44
5541,S70513,Inbound,44
5542,S70515,Inbound,44
5543,S70516,Outbound,44
5544,S70518,Outbound,44
5545,S70519,Outbound,44
5546,S70520,Outbound,44
5547,S70521,Outbound,44
5548,S70522,Outbound,44
5549,S70524,Outbound,44
5550,S70525,Outbound,44
5551,S70526,Outbound,44
5552,S70527,Outbound,44
5553,S70528,Outbound,44
5554,S70529,Outbound,44
5555,S70530,Outbound,44
5556,S70531,Outbound,44
5557,S70532,Outbound,44
5558,S70534,Outbound,44
5559,S70535,Outbound,44
5560,S70536,Outbound,44
5561,S70537,Outbound,44
5562,S70538,Outbound,44
5563,S70539,Outbound,44
5564,S70540,Outbound,44
5565,S70541,Outbound,44
5566,S70542,Outbound,44
5567,S70543,Outbound,44
5568,S70544,Outbound,44
5569,S70545,Inbound,Y49
5570,S70546,Inbound,Y49
5571,S70547,Inbound,Y49
5572,S70549,Inbound,Y49
5573,S70551,Inbound,Y49
5574,S70552,Inbound,Y49
5575,S70553,Outbound,Y49
5576,S70554,Outbound,Y49
5577,S70556,Outbound,Y49
5578,S70558,Outbound,Y49
5579,S70559,Outbound,Y49
5580,S70561,Outbound,Y49
5581,S70562,Both,"51, 53, 53L, 55, 59, Y47, Y49"
5582,S70563,Both,"51, , 53L,"
5583,S70564,Inbound,"51, 53L"
5584,S70565,Inbound,44
5585,S70566,Both,56
5586,S70567,Outbound,56
5587,S70568,Outbound,"51, Y47"
5588,S70569,Inbound,Y49
5589,S70570,Inbound,52L
5590,S70571,Outbound,52L
5591,S70573,Inbound,Y45
5592,S70574,Outbound,Y45
5593,S70575,Inbound,P76
5594,S70576,Outbound,P76
5595,S70577,Inbound,75
5596,S70578,Inbound,75
5597,S70579,Both,"75,"
5598,S70580,Outbound,75
5599,S70588,Inbound,"Y46, Y49"
5600,S70589,Inbound,"Y45, Y46, Y47, Y49"
5601,S70590,Inbound,"56, 59"
5602,S70591,Inbound,Y47
5603,S70592,Outbound,Y47
5604,S70593,Inbound,Y49
5605,S70594,Both,60
5606,S70595,Inbound,60
5607,S70596,Inbound,60
5608,S70597,Inbound,60
5609,S70598,Outbound,Y1
5610,S70599,Both,"Y1,"
5611,S70600,Outbound,56
5612,S70601,Inbound,54
5613,S70602,Outbound,54
5614,S70603,Inbound,44
5615,S70604,Inbound,Y47
5616,S70605,Both,55
5617,S70606,Both,55
5618,S70607,Both,55
5619,S70608,Both,55
5620,S70610,Both,55
5621,S70611,Both,55
5622,S70612,Both,55
5623,S70613,Both,55
5624,S70614,Both,55
5625,S70615,Both,55
5626,S70616,Both,55
5627,S70617,Both,55
5628,S70618,Both,55
5629,S70619,Outbound,60
5630,S70620,Outbound,55
5631,S70621,Inbound,55
5632,S70622,Outbound,55
5633,S70624,Both,59
5634,S70625,Outbound,Y47
5635,S70626,Inbound,55
5636,S70627,Outbound,55
5637,S70628,Outbound,55
5638,S70629,Inbound,55
5639,S70630,Inbound,55
5640,S70631,Both,"51, 53, 53L, 55, 59, Y47, Y49"
5641,S70632,Outbound,59
5642,S70633,Outbound,59
5643,S70634,Outbound,59
5644,S70635,Inbound,59
5645,S70636,Inbound,59
5646,S70637,Inbound,59
5647,S70638,Both,Y46
5648,S70639,Inbound,52L
5649,S70640,Both,"52L, 59"
5650,S70641,Outbound,52L
5651,S70642,Inbound,52L
5652,S70643,Outbound,Y49
5653,TP0460,Both,P2
5654,TP1090,Both,"28X, 88"
5655,TP7010,Both,"P1, P3, P71"
5656,TP7061,Both,36
5657,TP7076,Both,"1, , 11, 15, 19L, , 39, , 40, 44, , 6"
5658,TP7105,Both,2
5659,W00260,Inbound,G31
5660,W00280,Outbound,G31
5661,W00290,Outbound,21
5662,W00300,Outbound,21
5663,W00330,Outbound,21
5664,W00340,Outbound,21
5665,W00370,Outbound,21
5666,W00390,Outbound,21
5667,W00400,Outbound,21
5668,W00440,Outbound,21
5669,W00450,Outbound,21
5670,W00460,Outbound,21
5671,W00470,Outbound,21
5672,W00480,Inbound,21
5673,W00490,Inbound,21
5674,W00510,Inbound,21
5675,W00530,Inbound,21
5676,W00590,Inbound,21
5677,W00600,Inbound,21
5678,W00650,Inbound,21
5679,W00660,Inbound,21
5680,W00780,Both,26
5681,W00790,Both,26
5682,W00800,Both,26
5683,W00810,Both,26
5684,W00820,Both,26
5685,W00822,Both,26
5686,W00840,Both,26
5687,W00850,Both,26
5688,W00870,Both,26
5689,W00900,Both,26
5690,W01200,Inbound,24
5691,W01204,Outbound,24
5692,W01830,Inbound,26
5693,W01850,Inbound,26
5694,W01860,Outbound,26
5695,W01870,Outbound,26
5696,W01885,Outbound,26
5697,W02440,Outbound,27
5698,W02450,Inbound,27
5699,W02460,Inbound,27
5700,W02555,Outbound,27
5701,W02650,Inbound,24
5702,W02670,Inbound,24
5703,W02700,Inbound,24
5704,W02710,Outbound,24
5705,W02720,Inbound,24
5706,W02730,Inbound,24
5707,W02735,Inbound,24
5708,W02740,Outbound,24
5709,W02743,Inbound,24
5710,W02745,Inbound,24
5711,W02760,Outbound,24
5712,W02770,Outbound,24
5713,W02780,Outbound,24
5714,W02785,Inbound,24
5715,W02800,Inbound,G31
5716,W02810,Outbound,G31
5717,W02820,Outbound,G31
5718,W02860,Inbound,G31
5719,W02870,Outbound,G31
5720,W02880,Outbound,G31
5721,W02890,Inbound,G31
5722,W02910,Inbound,G31
5723,W02920,Outbound,G31
5724,W02930,Inbound,G31
5725,W03210,Inbound,26
5726,W03220,Outbound,26
5727,W03250,Inbound,"20, 24"
5728,W03260,Outbound,20
5729,W03270,Inbound,26
5730,W03280,Outbound,26
5731,W03290,Inbound,26
5732,W03300,Inbound,26
5733,W03310,Outbound,26
5734,W03320,Outbound,26
5735,W03340,Inbound,26
5736,W03350,Inbound,26
5737,W03360,Inbound,"20, 21, 24"
5738,W03370,Inbound,27
5739,W03390,Outbound,26
5740,W03400,Inbound,26
5741,W03410,Inbound,26
5742,W03420,Outbound,26
5743,W03430,Inbound,26
5744,W03450,Inbound,26
5745,W03460,Outbound,26
5746,W03500,Inbound,27
5747,W03520,Inbound,26
5748,W03540,Inbound,26
5749,W03550,Outbound,26
5750,W03560,Outbound,"20, 24"
5751,W03580,Inbound,27
5752,W03590,Outbound,27
5753,W03600,Inbound,26
5754,W03610,Outbound,26
5755,W03620,Outbound,27
5756,W03630,Inbound,27
5757,W03640,Outbound,27
5758,W03660,Outbound,"20, 24"
5759,W03705,Outbound,26
5760,W03710,Inbound,20
5761,W03720,Outbound,20
5762,W03750,Inbound,20
5763,W03800,Outbound,26
5764,W03810,Outbound,20
5765,W03820,Inbound,27
5766,W03830,Outbound,"20, 21, 24"
5767,W03840,Outbound,27
5768,W03860,Inbound,20
5769,W03870,Outbound,26
5770,W03890,Outbound,20
5771,W03895,Inbound,26
5772,W03900,Outbound,26
5773,W03910,Outbound,26
5774,W03950,Inbound,"20, 24"
5775,W03960,Inbound,26
5776,W03970,Outbound,26
5777,W03980,Inbound,26
5778,W03990,Inbound,27
5779,W04070,Inbound,26
5780,W04080,Outbound,27
5781,W04140,Inbound,20
5782,W04150,Outbound,20
5783,W04180,Outbound,20
5784,W04200,Outbound,20
5785,W04260,Outbound,20
5786,W04320,Inbound,20
5787,W04330,Inbound,20
5788,W04350,Both,38
5789,W04370,Both,38
5790,W04580,Inbound,24
5791,W04590,Outbound,24
5792,W04610,Inbound,24
5793,W04620,Inbound,24
5794,W04650,Outbound,24
5795,W04660,Outbound,24
5796,W04670,Inbound,24
5797,W04678,Inbound,29
5798,W04720,Outbound,29
5799,W04795,Outbound,29
5800,W04820,Outbound,29
5801,W04840,Inbound,29
5802,W05630,Both,24
5803,W05670,Both,24
5804,W05915,Both,"26, 27"
5805,W05921,Outbound,29
5806,W06290,Both,DQI
5807,W06300,Both,DQI
5808,W06630,Inbound,"20, 22"
5809,W06650,Outbound,"20, 22"
5810,W06670,Outbound,"20, 22"
5811,W06780,Both,"26, 27"
5812,W06800,Both,"26, 27"
5813,W06810,Inbound,21
5814,W07190,Both,20
5815,W07240,Outbound,20
5816,W07280,Both,20
5817,W07290,Both,20
5818,W07300,Both,20
5819,W07340,Both,20
5820,W07380,Outbound,20
5821,W07390,Both,20
5822,W07450,Both,20
5823,W07510,Inbound,"26, 27"
5824,W07515,Outbound,"26, 27"
5825,W07525,Outbound,38
5826,W07585,Both,"26, 27"
5827,W07587,Both,"20, 22, 24"
5828,W07590,Inbound,21
5829,W07600,Outbound,21
5830,W07610,Inbound,21
5831,W07620,Outbound,21
5832,W07630,Inbound,21
5833,W07640,Outbound,21
5834,W07665,Inbound,21
5835,W07680,Inbound,21
5836,W07690,Outbound,21
5837,W07700,Outbound,21
5838,W07720,Outbound,21
5839,W07730,Inbound,21
5840,W07750,Outbound,21
5841,W07780,Inbound,21
5842,W07790,Outbound,21
5843,W07800,Outbound,21
5844,W07820,Inbound,21
5845,W07830,Outbound,21
5846,W07840,Outbound,21
5847,W07850,Outbound,21
5848,W07870,Outbound,21
5849,W07880,Inbound,21
5850,W07890,Outbound,21
5851,W07915,Outbound,21
5852,W07920,Inbound,21
5853,W07930,Outbound,21
5854,W07940,Inbound,21
5855,W07960,Inbound,21
5856,W07970,Inbound,21
5857,W07980,Inbound,21
5858,W07990,Inbound,21
5859,W08010,Inbound,21
5860,W08025,Both,28X
5861,W08033,Outbound,38
5862,W08034,Inbound,38
5863,W08035,Inbound,38
5864,W08036,Inbound,38
5865,W08040,Outbound,38
5866,W08043,Inbound,38
5867,W08045,Outbound,38
5868,W08047,Outbound,38
5869,W08049,Outbound,38
5870,W08067,Outbound,38
5871,W08070,Inbound,38
5872,W08072,Outbound,38
5873,W08073,Inbound,38
5874,W08074,Inbound,38
5875,W08075,Outbound,38
5876,W08076,Outbound,38
5877,W08079,Outbound,38
5878,W08081,Inbound,38
5879,W08083,Inbound,38
5880,W08086,Inbound,38
5881,W08087,Inbound,38
5882,W08089,Inbound,38
5883,W08093,Inbound,38
5884,W08120,Outbound,38
5885,W08135,Outbound,38
5886,W08210,Outbound,38
5887,W08222,Outbound,38
5888,W08223,Outbound,38
5889,W08224,Inbound,38
5890,W08225,Inbound,38
5891,W08226,Outbound,38
5892,W08227,Inbound,38
5893,W08232,Inbound,38
5894,W08249,Inbound,38
5895,W08250,Outbound,38
5896,W08252,Outbound,38
5897,W08253,Outbound,38
5898,W08254,Outbound,38
5899,W08450,Both,"20, 24"
5900,W08460,Both,"20, 24"
5901,W08465,Both,"20, 24"
5902,W08480,Both,"20, 24"
5903,W08490,Both,"20, 24"
5904,W08500,Outbound,22
5905,W08510,Inbound,22
5906,W08530,Inbound,22
5907,W08540,Inbound,22
5908,W08570,Outbound,22
5909,W08580,Inbound,22
5910,W08586,Both,20
5911,W08590,Both,20
5912,W08610,Both,20
5913,W08660,Both,20
5914,W08700,Both,20
5915,W08720,Both,20
5916,W08740,Both,20
5917,W08760,Both,20
5918,W08800,Both,20
5919,W08820,Both,20
5920,W09620,Both,20
5921,W09795,Outbound,21
5922,W09797,Inbound,21
5923,W10165,Inbound,"26, 27"
5924,W10166,Outbound,"26, 27"
5925,W10215,Inbound,"26, 27"
5926,W10270,Inbound,"21, 22"
5927,W10280,Outbound,"21, 22"
5928,W10290,Inbound,21
5929,W10300,Outbound,21
5930,W10310,Inbound,21
5931,W10320,Outbound,21
5932,W10330,Inbound,21
5933,W10340,Outbound,21
5934,W10350,Outbound,21
5935,W10370,Inbound,21
5936,W10380,Outbound,21
5937,W10390,Outbound,21
5938,W10410,Outbound,21
5939,W10420,Outbound,21
5940,W10450,Outbound,21
5941,W10460,Inbound,21
5942,W10470,Inbound,21
5943,W10475,Inbound,21
5944,W10500,Outbound,21
5945,W10520,Inbound,21
5946,W10530,Inbound,21
5947,W10550,Inbound,21
5948,W10560,Inbound,21
5949,W10580,Outbound,21
5950,W10590,Inbound,21
5951,W10600,Outbound,21
5952,W10610,Outbound,21
5953,W10615,Outbound,21
5954,W10620,Inbound,21
5955,W10630,Outbound,21
5956,W10650,Both,"26, 27"
5957,W10670,Both,"26, 27"
5958,W10680,Both,"26, 27"
5959,W10940,Outbound,26
5960,W10950,Inbound,26
5961,W10960,Both,"26, 27"
5962,W10970,Inbound,26
5963,W11664,Inbound,38
5964,W11665,Inbound,38
5965,W11671,Inbound,38
5966,W11681,Outbound,38
5967,W11685,Outbound,38
5968,W11701,Inbound,38
5969,W11704,Outbound,38
5970,W11707,Inbound,38
5971,W11715,Inbound,38
5972,W11716,Inbound,38
5973,W11717,Inbound,38
5974,W11718,Inbound,38
5975,W11720,Inbound,38
5976,W11721,Outbound,38
5977,W11723,Outbound,38
5978,W11726,Outbound,38
5979,W11728,Outbound,38
5980,W11730,Outbound,38
5981,W11731,Outbound,38
5982,W11732,Inbound,38
5983,W11733,Inbound,38
5984,W11734,Outbound,38
5985,W11735,Outbound,38
5986,W11754,Outbound,38
5987,W11755,Outbound,38
5988,W11765,Inbound,38
5989,W11766,Outbound,38
5990,W11767,Outbound,38
5991,W11775,Inbound,38
5992,W11776,Inbound,38
5993,W12250,Inbound,31
5994,W12260,Outbound,31
5995,W12350,Outbound,31
5996,W12620,Inbound,31
5997,W12703,Both,24
5998,W12940,Outbound,G31
5999,W13190,Inbound,22
6000,W13200,Inbound,22
6001,W13210,Outbound,22
6002,W13220,Outbound,22
6003,W13250,Inbound,22
6004,W13260,Inbound,22
6005,W13270,Outbound,22
6006,W13280,Outbound,22
6007,W13290,Inbound,22
6008,W13300,Outbound,22
6009,W13310,Outbound,22
6010,W13330,Inbound,22
